%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695950907288667951,209,12827000000000,GPS1_Frame,42.33900333333333,-71.08842833333334,28.1,327958.77897450223,4689528.7584837945,19,T
1695950908267678214,210,12828000000000,GPS1_Frame,42.33900833333333,-71.08842666666666,28.0,327958.9299137556,4689529.310323588,19,T
1695950909268281714,211,12829000000000,GPS1_Frame,42.339011666666664,-71.08842666666666,28.0,327958.9390046296,4689529.68046494,19,T
1695950910268933865,212,12830000000000,GPS1_Frame,42.339015,-71.08842666666666,27.9,327958.94809550425,4689530.050606294,19,T
1695950911268892332,213,12831000000000,GPS1_Frame,42.339015,-71.08843,27.7,327958.6734896683,4689530.05735077,19,T
1695950912289718923,214,12832000000000,GPS1_Frame,42.339016666666666,-71.08843,27.4,327958.67803511315,4689530.242421445,19,T
1695950913267985663,215,12833000000000,GPS1_Frame,42.339016666666666,-71.08843333333333,27.2,327958.4034292886,4689530.249165932,19,T
1695950914269229401,216,12834000000000,GPS1_Frame,42.339015,-71.08843333333333,27.3,327958.3988838366,4689530.064095256,19,T
1695950915268568587,217,12835000000000,GPS1_Frame,42.339011666666664,-71.08843166666666,27.4,327958.5270958581,4689529.690581657,19,T
1695950916269477257,218,12836000000000,GPS1_Frame,42.33900666666667,-71.08842833333334,27.5,327958.78806538275,4689529.128625147,19,T
1695950917266646864,219,12837000000000,GPS1_Frame,42.33900333333333,-71.08842833333334,27.6,327958.77897450223,4689528.7584837945,19,T
1695950918287430178,220,12838000000000,GPS1_Frame,42.33900166666667,-71.088425,27.7,327959.04903495417,4689528.566668649,19,T
1695950919282179000,221,12839000000000,GPS1_Frame,42.33899666666667,-71.088425,27.8,327959.03539865685,4689528.01145662,19,T
1695950920267174021,222,12840000000000,GPS1_Frame,42.338991666666665,-71.088425,27.9,327959.0217623609,4689527.456244593,19,T
1695950921287186823,223,12841000000000,GPS1_Frame,42.338985,-71.088425,27.8,327959.00358063495,4689526.715961888,19,T
1695950922286865171,224,12842000000000,GPS1_Frame,42.33898166666667,-71.08842333333334,28.0,327959.13179276127,4689526.342448307,19,T
1695950923287348007,225,12843000000000,GPS1_Frame,42.33897666666667,-71.088425,28.0,327958.98085348075,4689525.79060851,19,T
1695950924266493875,226,12844000000000,GPS1_Frame,42.338973333333335,-71.08842333333334,28.1,327959.1090656268,4689525.41709493,19,T
1695950925287289475,227,12845000000000,GPS1_Frame,42.33897,-71.08841833333334,28.0,327959.5118838177,4689525.036836904,19,T
1695950926266169032,228,12846000000000,GPS1_Frame,42.338966666666664,-71.08841333333334,28.0,327959.9147020525,4689524.656578902,19,T
